area,type,BHK,sqft,price,unit
Shela,Apartment,3,2013,68.44,L
Shilaj,Apartment,3,1550,77,L
Shela,Villa,4,6576,6.25,Cr
Prahlad Nagar,Apartment,2,1200,61,L
Ambli,Apartment,4,5345,4.16,Cr
Paldi,Apartment,4,1980,1.25,Cr
Bopal,Apartment,4,4287,3,Cr
Shela,Villa,4,2313,2.7,Cr
Shela,Villa,4,4005,4.25,Cr
Shela,Villa,4,6120,7.15,Cr
Shela,Apartment,4,3151,1.2,Cr
Bodakdev,Apartment,4,4760,3.4,Cr
Shilaj,Apartment,4,2810,1.7,Cr
Near Nirma University On SG Highway,Apartment,2,1216,50,L
Chandkheda,Apartment,3,1800,68,L
Chandkheda,Apartment,2,1350,48,L
Chandkheda,Apartment,3,1800,68,L
Chandkheda,Apartment,2,1350,48,L
Ghatlodiya,Villa,3,1890,1.95,Cr
Makarba,Apartment,3,1773,98,L
Near Nirma University On SG Highway,Apartment,3,2165,95,L
Bopal,Villa,3,2200,85,L
Ghuma,Apartment,2,1100,26,L
Santej,Apartment,3,2385,1.2,Cr
Santej,Apartment,4,3060,1.93,Cr
Juhapura,Villa,4,2000,60,L
Jodhpur Village,Apartment,3,1836,91.8,L
Jodhpur Village,Apartment,3,1638,81.9,L
Jodhpur Village,Apartment,2,1143,57.15,L
Jodhpur Village,Apartment,2,1107,55.35,L
Jodhpur Village,Apartment,2,1089,54.45,L
Jodhpur Village,Apartment,2,1053,52.65,L
Jodhpur Village,Apartment,3,1782,89.1,L
Jodhpur Village,Apartment,2,1260,63,L
Jodhpur Village,Apartment,2,1125,56.25,L
Bopal,Apartment,3,1710,85,L
Bodakdev,Apartment,3,2043,1.25,Cr
Bopal,Villa,3,1620,75,L
Ghuma,Independent House,3,1845,78,L
Bopal,Independent House,4,1620,1,Cr
Bopal,Apartment,2,1000,45,L
Bopal,Apartment,3,1450,65,L
Bopal,Apartment,2,1323,55,L
Ghuma,Villa,4,1800,95,L
Bopal,Apartment,2,1170,38,L
Bopal,Apartment,2,1233,47,L
Science City,Apartment,4,3060,2.4,Cr
Science City,Apartment,4,3825,2.13,Cr
Prahlad Nagar,Apartment,3,1980,1.58,Cr
Jodhpur Village,Apartment,3,2750,1.75,Cr
Prahlad Nagar,Apartment,3,1705,98,L
Prahlad Nagar,Apartment,4,3800,2.55,Cr
Prahlad Nagar,Apartment,4,2750,1.98,Cr
Prahlad Nagar,Apartment,3,2115,1.31,Cr
Prahlad Nagar,Apartment,3,2100,1.41,Cr
Jodhpur Village,Apartment,3,1791,1.3,Cr
Paldi,Apartment,2,1300,57,L
Science City,Apartment,3,1320,1.39,Cr
Vasna,Apartment,2,1015,53,L
Ghuma,Apartment,3,1550,47,L
Bopal,Apartment,3,1480,63,L
Bopal,Apartment,3,1485,47,L
Bopal,Apartment,3,1435,65,L
Gota,Apartment,3,1510,70,L
Paldi,Apartment,3,1500,80,L
Vasna,Apartment,3,1920,61,L
Kudasan,Independent House,4,1944,2.8,Cr
Juhapura,Villa,3,1550,1.3,Cr
Sola,Apartment,4,3771,2.17,Cr
Juhapura,Villa,2,1800,1.25,Cr
Paldi,Apartment,3,2070,1.18,Cr
Juhapura,Independent House,3,1000,25,L
Science City,Apartment,3,1665,1.05,Cr
Science City,Villa,2,2385,2.1,Cr
Ghatlodiya,Villa,3,1800,1.9,Cr
Makarba,Apartment,2,1260,35,L
Shela,Independent House,3,1800,1.05,Cr
Juhapura,Apartment,3,1440,65,L
Juhapura,Apartment,2,1150,45,L
Juhapura,Apartment,1,720,16,L
Navrangpura,Apartment,3,2457,1.41,Cr
Chanakyapuri,Apartment,3,1845,82,L
Ellisbridge,Apartment,4,3303,1.92,Cr
Thaltej,Apartment,3,1818,1.15,Cr
Paldi,Apartment,3,1710,85.5,L
Paldi,Apartment,2,990,49.5,L
Ellisbridge,Apartment,3,2250,1.3,Cr
Paldi,Apartment,2,1305,65,L
Ambavadi,Apartment,4,3010,2.45,Cr
Paldi,Apartment,3,1620,82.8,L
Ambavadi,Apartment,4,3771,2.82,Cr
Paldi,Apartment,3,1755,1,Cr
Bodakdev,Apartment,4,3967,3.17,Cr
Paldi,Apartment,2,1215,62.1,L
Nava Vadaj,Apartment,3,1830,85,L
Bopal,Apartment,1,760,25.5,L
Bopal,Apartment,2,1250,38.75,L
Bopal,Apartment,2,1260,55,L
Bopal,Apartment,3,1440,47.5,L
Bopal,Apartment,2,1273,55,L
Bopal,Apartment,3,1435,44.5,L
Bopal,Apartment,2,1185,39,L
Bopal,Apartment,2,925,44,L
Shela,Apartment,2,950,40,L
Shela,Apartment,3,1251,50,L
Vejalpur,Apartment,1,500,22,L
Wadaj,Apartment,3,1836,85.66,L
Wadaj,Apartment,3,2106,98.26,L
Wadaj,Apartment,3,1944,90.7,L
Shela,Villa,4,4800,4.8,Cr
Vejalpur,Apartment,2,810,33,L
Vejalpur,Apartment,1,500,21,L
Kudasan,Apartment,2,1215,56,L
Gota,Apartment,3,1863,81,L
Sarkhej,Apartment,3,2043,70,L
Juhapura,Apartment,1,585,20,L
Juhapura,Villa,4,3000,1,Cr
Juhapura,Villa,3,1800,72,L
Juhapura,Apartment,3,1665,47,L
Juhapura,Apartment,1,585,20,L
Juhapura,Independent House,1,1260,45,L
Juhapura,Independent House,1,700,17,L
Juhapura,Studio Apartment,1,700,23,L
Juhapura,Apartment,2,1800,45,L
Juhapura,Apartment,1,700,23,L
Juhapura,Independent House,2,1800,45,L
Juhapura,Villa,2,1803,45,L
Vejalpur,Apartment,2,990,40,L
Thaltej,Apartment,3,1800,1.5,Cr
Thaltej,Independent House,3,3240,2.85,Cr
Prahlad Nagar,Apartment,6,4100,2.7,Cr
Thaltej,Apartment,3,1980,2.65,Cr
Shela,Independent House,3,2070,1.15,Cr
Bodakdev,Apartment,4,5601,5.6,Cr
Ambli,Apartment,5,7000,5.95,Cr
Ambli,Apartment,4,5225,4.44,Cr
Ambli,Apartment,5,6700,6.7,Cr
Ambli,Apartment,4,5995,5.99,Cr
Gota,Apartment,3,2250,1.15,Cr
Gota,Apartment,2,1188,50,L
Jivraj Park,Apartment,2,990,32,L
Chandkheda,Apartment,2,1355,40,L
Chandkheda,Villa,5,3600,1.9,Cr
Chandkheda,Apartment,2,1179,40,L
Thaltej,Apartment,3,2300,1.25,Cr
Thaltej,Independent Floor,3,4900,2.7,Cr
Ambli,Apartment,3,2260,1.75,Cr
Bopal,Villa,3,2430,1.7,Cr
Ghuma,Villa,3,2350,1.2,Cr
Bopal,Villa,4,3300,1.7,Cr
Shela,Apartment,3,1450,3.5,Cr
Shela,Independent House,3,4500,1.85,Cr
Bopal,Independent House,3,1350,1.15,Cr
Bopal,Independent House,4,3600,1.91,Cr
Bopal,Independent House,3,2250,1.51,Cr
Bopal,Villa,3,2100,2,Cr
Bopal,Villa,4,5400,3,Cr
Shela,Apartment,3,1494,55,L
Shela,Apartment,3,1435,57,L
Bodakdev,Independent House,4,2700,3.5,Cr
Paldi,Apartment,3,1500,95,L
Bodakdev,Apartment,4,4400,3.82,Cr
Thaltej,Apartment,3,1650,1.1,Cr
Memnagar,Apartment,3,1764,1.2,Cr
Memnagar,Apartment,3,1575,96,L
Bodakdev,Apartment,4,4400,3.82,Cr
Thaltej,Apartment,3,1650,1.1,Cr
Memnagar,Apartment,3,1350,65,L
Thaltej,Apartment,3,1908,1.25,Cr
Bopal,Independent House,3,1494,95,L
Thaltej,Apartment,3,1666,78,L
Jodhpur,Apartment,3,2385,2.32,Cr
Satellite,Apartment,2,1152,66,L
Satellite,Apartment,2,1152,66,L
Bopal,Apartment,3,2119,1.31,Cr
Motera,Villa,4,2475,1.9,Cr
Motera,Villa,4,2475,1.85,Cr
Vejalpur,Apartment,1,495,22,L
Motera,Apartment,2,1278,54,L
Bopal,Apartment,2,1215,48,L
Bopal,Apartment,2,1440,62,L
Bopal,Independent House,3,1530,90,L
Shela,Apartment,4,3980,1.79,Cr
Shela,Apartment,4,7000,3.9,Cr
Shela,Apartment,5,4860,2.18,Cr
Jodhpur Village,Apartment,3,1440,1,Cr
Vejalpur,Apartment,2,720,30,L
Jodhpur,Villa,3,2700,3.2,Cr
Paldi,Apartment,2,1250,60,L
Paldi,Apartment,3,1500,90,L
Paldi,Apartment,2,1200,70,L
Vejalpur,Villa,3,1807,1,Cr
Chandkheda,Apartment,2,1100,40,L
Jodhpur,Independent House,3,1323,2.15,Cr
Shela,Apartment,3,2041,75,L
Shela,Apartment,3,2041,75,L
Vastrapur,Apartment,3,1585,95,L
Shela,Villa,4,7500,6.33,Cr
Bopal,Apartment,3,1435,57,L
Shela,Villa,4,7500,6.33,Cr
Shela,Apartment,3,1430,55,L
Bopal,Apartment,3,1435,57,L
Bopal,Apartment,3,1431,54,L
Shela,Apartment,2,1295,48.5,L
Bopal,Apartment,3,1431,54,L
Shela,Apartment,3,1510,58,L
Shela,Apartment,2,1295,48.5,L
Bopal,Apartment,3,1485,55,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1075,45,L
Bopal,Apartment,2,1133,44,L
Bopal,Apartment,3,1430,56,L
Near Nirma University On SG Highway,Apartment,2,1210,44,L
Bopal,Apartment,3,1485,46,L
Vastrapur,Apartment,4,2230,1.45,Cr
Shilaj,Apartment,2,1050,43,L
Shela,Apartment,4,3538,1.36,Cr
Shilaj,Apartment,3,1651,63.5,L
Shela,Apartment,4,3800,1.8,Cr
Navrangpura,Independent House,4,3500,2.23,Cr
Bopal,Apartment,2,1175,44.5,L
Vastrapur,Apartment,2,1250,76,L
Shela,Apartment,3,2013,85,L
Shela,Apartment,3,1500,52.5,L
Shela,Apartment,3,1500,52.5,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1440,54,L
Shela,Apartment,3,1472,58,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1440,54,L
Bopal,Apartment,2,899,45,L
Bopal,Apartment,3,1550,67,L
Shela,Apartment,4,3500,1.89,Cr
Shela,Apartment,4,2585,85,L
Chandkheda,Apartment,2,1107,38,L
Bopal,Apartment,3,1440,59,L
Thaltej,Apartment,4,3800,3.78,Cr
Manipur,Villa,4,4500,1.6,Cr
Vastrapur,Apartment,4,3230,2.1,Cr
Bopal,Apartment,3,949,58,L
Sanathal,Apartment,3,1925,1.35,Cr
Chanakyapuri,Apartment,3,1845,76,L
Chanakyapuri,Apartment,3,1845,76,L
Jodhpur,Independent House,5,3150,3.5,Cr
Kudasan,Independent House,5,3150,2.7,Cr
Bopal,Apartment,3,1000,85,L
Near Nirma University On SG Highway,Apartment,2,1262,48,L
Near Nirma University On SG Highway,Apartment,2,1262,47.5,L
Maninagar,Apartment,3,1485,71.5,L
Prahlad Nagar,Apartment,3,1620,85,L
Prahlad Nagar,Apartment,3,1620,95,L
Prahlad Nagar,Apartment,3,1620,85,L
Vasna,Apartment,2,1170,43,L
Bodakdev,Villa,4,5481,6.5,Cr
Shela,Apartment,3,1960,90,L
Satellite,Apartment,3,2088,1.6,Cr
Bopal,Apartment,4,3538,1.62,Cr
Bodakdev,Apartment,4,4133,3.31,Cr
Prahlad Nagar,Apartment,3,1881,1.28,Cr
Prahlad Nagar,Apartment,4,2675,1.95,Cr
Prahlad Nagar,Apartment,4,3000,2.2,Cr
Kudasan,Apartment,2,1224,36,L
Shela,Apartment,4,2300,1.2,Cr
Prahlad Nagar,Apartment,3,1989,1.25,Cr
Prahlad Nagar,Apartment,4,2675,1.95,Cr
Thaltej,Apartment,3,2205,1.65,Cr
Makarba,Apartment,3,1678,85,L
Makarba,Independent House,3,1800,80,L
Makarba,Apartment,2,1119,58,L
Vejalpur,Apartment,2,666,27,L
Vejalpur,Apartment,1,500,19,L
Vejalpur,Apartment,1,504,20,L
Bopal,Apartment,3,1375,80,L
Vejalpur,Apartment,1,500,20,L
Vejalpur,Apartment,2,990,41,L
Vejalpur,Villa,2,1045,65,L
Vejalpur,Apartment,1,500,25,L
Vejalpur,Apartment,2,990,39,L
Makarba,Apartment,3,1450,93,L
Vejalpur,Apartment,2,1036,46,L
Jodhpur,Independent House,3,2600,3.15,Cr
Kudasan,Apartment,2,1080,43,L
Chandkheda,Apartment,2,1107,31,L
Ambavadi,Apartment,3,2295,1.42,Cr
Ambavadi,Apartment,4,2943,1.82,Cr
Ambli,Apartment,4,4475,3,Cr
Shela,Apartment,4,3538,1.7,Cr
Bodakdev,Apartment,5,6200,5.58,Cr
Shilaj,Apartment,4,3934,2.2,Cr
Jodhpur Village,Apartment,2,1332,81.25,L
Jodhpur Village,Apartment,3,1862,1.13,Cr
Thaltej,Apartment,3,1745,90.74,L
Thaltej,Apartment,3,1655,86.06,L
Thaltej,Apartment,3,1385,72.02,L
Shilaj,Apartment,4,2800,1.56,Cr
Vasna,Apartment,3,1850,1.11,Cr
Vasna,Apartment,3,2300,1.38,Cr
Jodhpur Village,Apartment,4,2475,1.55,Cr
Bopal,Apartment,3,2350,1.16,Cr
Bopal,Apartment,3,2350,1.18,Cr
Prahlad Nagar,Apartment,4,3150,2.35,Cr
Prahlad Nagar,Apartment,4,3150,2.35,Cr
Satellite,Apartment,4,4300,3.65,Cr
Ambavadi,Apartment,4,3447,2.13,Cr
Makarba,Apartment,3,1916,73.76,L
Shela,Apartment,4,3151,1.19,Cr
Shela,Apartment,4,2623,97.05,L
Bopal,Apartment,3,668,46.51,L
Jodhpur Village,Apartment,3,1746,99.87,L
Jodhpur Village,Apartment,4,3125,2.1,Cr
Jodhpur Village,Apartment,4,4050,2.73,Cr
Jodhpur Village,Apartment,3,2025,1.36,Cr
Ambli,Apartment,4,3938,2.55,Cr
Ambli,Apartment,4,3991,2.59,Cr
Ambli,Apartment,5,6000,4.68,Cr
Makarba,Apartment,3,1600,1,Cr
Shela,Apartment,3,2041,69.39,L
Shela,Apartment,2,1075,53,L
Shela,Apartment,5,7251,3.26,Cr
Shela,Apartment,4,5853,2.63,Cr
Shela,Apartment,3,4608,2.07,Cr
Ambli,Apartment,4,4750,3.56,Cr
Bopal,Apartment,3,1375,81,L
Satellite,Apartment,5,6623,9.4,Cr
Satellite,Apartment,4,5450,6.75,Cr
Ambavadi,Apartment,3,2268,1.47,Cr
Bopal,Apartment,2,632,45.99,L
Bopal,Apartment,3,1435,58.83,L
Jodhpur Village,Apartment,4,2448,1.4,Cr
Jodhpur Village,Apartment,3,1440,90,L
Prahlad Nagar,Independent House,4,2025,1.85,Cr
Ambli,Apartment,5,7700,6.93,Cr
Bodakdev,Apartment,4,3967,3.17,Cr
Adraj,Independent House,3,2430,1.85,Cr
Gulbai Tekra,Apartment,3,2160,1.42,Cr
Shela,Apartment,3,1250,49,L
Bopal,Apartment,3,1470,78,L
Shela,Apartment,3,2041,69.39,L
Shela,Apartment,2,1075,53,L
Shela,Apartment,5,7251,3.26,Cr
Shela,Apartment,4,5853,2.63,Cr
Jodhpur,Apartment,3,1575,1.21,Cr
Bopal,Apartment,3,1330,73,L
Prahlad Nagar,Apartment,3,2050,1.3,Cr
Bodakdev,Apartment,4,2466,1.6,Cr
Adraj,Independent House,3,2430,1.85,Cr
Gulbai Tekra,Apartment,3,2160,1.42,Cr
Shela,Apartment,3,1250,49,L
Bopal,Apartment,3,1470,78,L
Bopal,Apartment,3,2025,95,L
Paldi,Apartment,4,3375,1.72,Cr
Ambavadi,Apartment,3,2268,1.47,Cr
Bopal,Apartment,2,632,45.99,L
Bopal,Apartment,3,1435,58.83,L
Jodhpur Village,Apartment,4,2448,1.4,Cr
Jodhpur Village,Apartment,3,1440,90,L
Prahlad Nagar,Independent House,4,2025,1.85,Cr
Ambli,Apartment,5,7700,6.93,Cr
Bodakdev,Apartment,4,3967,3.17,Cr
Vastrapur,Independent House,4,3645,5.5,Cr
Bopal,Apartment,2,583,39.2,L
Bopal,Apartment,2,583,39.2,L
Shela,Apartment,2,1085,32,L
Bodakdev,Apartment,4,3825,3.25,Cr
Ambli,Apartment,4,4475,2.9,Cr
Bodakdev,Apartment,4,3078,1.8,Cr
Shela,Apartment,4,2585,87.89,L
Makarba,Apartment,3,1904,73.3,L
Vastrapur,Apartment,3,2115,1.62,Cr
Bodakdev,Apartment,5,6728,7.06,Cr
Makarba,Apartment,3,1892,90,L
Ambavadi,Apartment,4,2943,1.82,Cr
Bopal,Independent House,3,2079,1.7,Cr
Prahlad Nagar,Apartment,4,4662,4.19,Cr
Shela,Apartment,3,1655,49.65,L
Shela,Apartment,3,1615,48.45,L
Bopal,Independent House,3,1980,1.4,Cr
Bodakdev,Apartment,4,2904,2.03,Cr
Shela,Apartment,3,1504,50.38,L
Bopal,Apartment,4,4287,2.87,Cr
Thaltej,Apartment,3,1995,1.05,Cr
Thaltej,Apartment,3,1995,1.05,Cr
Vastrapur,Apartment,4,3230,1.8,Cr
Vastrapur,Apartment,3,2230,1.24,Cr
Shela,Apartment,3,1510,46.81,L
Bopal,Apartment,3,1435,44.48,L
Bopal,Apartment,2,1162,55,L
Ambli,Apartment,4,4384,4.16,Cr
Ambli,Apartment,4,5881,5.58,Cr
Jodhpur Village,Apartment,3,1944,1.31,Cr
Prahlad Nagar,Apartment,4,4662,4.19,Cr
Shela,Apartment,4,3121,1.31,Cr
Shela,Apartment,3,2598,1.09,Cr
Shela,Apartment,4,3538,1.59,Cr
Bopal,Independent House,4,3663,5.95,Cr
Shela,Apartment,3,1655,49.65,L
Makarba,Apartment,3,1597,78,L
Makarba,Apartment,3,1663,80,L
Jodhpur Village,Apartment,3,1575,1.07,Cr
Ambavadi,Independent House,4,2475,2.65,Cr
Prahlad Nagar,Apartment,4,2675,2,Cr
Bopal,Independent House,5,2700,2.8,Cr
Bopal,Independent House,4,2340,1.25,Cr
Bodakdev,Apartment,3,1600,95,L
Bodakdev,Apartment,3,1908,1.15,Cr
Jodhpur Village,Apartment,3,1710,1.25,Cr
Makarba,Apartment,3,1597,78,L
Makarba,Apartment,3,1663,80,L
Jodhpur Village,Apartment,3,1575,1.07,Cr
Ambavadi,Independent House,4,2475,2.65,Cr
Prahlad Nagar,Apartment,4,2675,2,Cr
Bopal,Apartment,3,2119,1.33,Cr
Vejalpur,Apartment,3,1770,75,L
Prahlad Nagar,Apartment,4,4500,4.35,Cr
Satellite,Independent House,3,3195,3.4,Cr
Prahlad Nagar,Apartment,4,3511,3.3,Cr
Shela,Independent House,4,2385,1.15,Cr
Jodhpur,Independent House,3,1980,1.65,Cr
Prahlad Nagar,Apartment,3,1246,1.29,Cr
Satellite,Independent House,4,1620,1.3,Cr
Prahlad Nagar,Apartment,3,2000,1.3,Cr
Vastrapur,Apartment,3,2415,1.45,Cr
Chandkheda,Independent House,2,1230,90,L
Bopal,Apartment,2,1170,40,L
Santej,Apartment,3,2385,1.19,Cr
Adalaj,Villa,3,4950,2.97,Cr
Adalaj,Villa,3,4950,3.01,Cr
Adalaj,Villa,3,4950,3,Cr
Adalaj,Villa,3,4950,2.99,Cr
Adalaj,Villa,3,4950,2.98,Cr
Chandkheda,Villa,2,1485,71.1,L
Chandkheda,Villa,2,1485,70.9,L
Vastrapur,Apartment,3,1665,1.03,Cr
Vastrapur,Apartment,2,1251,80,L
Sabarmati,Apartment,2,1152,59,L
Jodhpur Village,Apartment,3,1450,95,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,3091,1.11,Cr
Sughad,Apartment,2,1170,36,L
Motera,Apartment,3,1890,65.1,L
Sughad,Apartment,2,1170,36.5,L
Chandkheda,Apartment,3,2520,1.25,Cr
Sughad,Apartment,2,1170,35.5,L
Chandkheda,Apartment,3,2943,1.1,Cr
Chandkheda,Apartment,4,2943,1.09,Cr
Chandkheda,Apartment,4,2943,1.09,Cr
Maninagar,Apartment,4,3500,1.8,Cr
Prahlad Nagar,Apartment,3,1665,85,L
Gurukul,Independent House,3,1500,2.15,Cr
Chandkheda,Apartment,2,1170,40,L
Motera,Apartment,3,1810,87,L
Vastrapur,Apartment,3,1665,1,Cr
Chandkheda,Independent House,2,1350,60,L
Chandkheda,Apartment,3,1566,55,L
Chandkheda,Apartment,3,1566,75,L
Chandkheda,Apartment,2,1170,43,L
Chandkheda,Apartment,2,1170,43,L
Motera,Apartment,3,1710,60,L
Chandkheda,Apartment,3,1710,62,L
Thaltej,Apartment,2,1170,48,L
Memnagar,Apartment,2,1125,55,L
Chandkheda,Apartment,3,1800,65.98,L
Chandkheda,Apartment,3,2025,74.23,L
Shela,Apartment,4,3538,1.55,Cr
Shela,Apartment,4,3538,1.48,Cr
Shilaj,Apartment,4,5000,3.61,Cr
Shilaj,Apartment,4,5000,3.6,Cr
Shilaj,Apartment,4,5000,3.6,Cr
Shilaj,Apartment,4,5000,3.58,Cr
Shilaj,Apartment,4,5000,3.59,Cr
Motera,Apartment,3,1620,65,L
Koteshwar,Apartment,2,1260,47.79,L
Chandkheda,Apartment,3,1602,54.5,L
Chandkheda,Apartment,3,1575,54,L
Bopal,Apartment,4,3500,2,Cr
Bopal,Apartment,4,3500,2,Cr
Bopal,Apartment,4,3500,2,Cr
Bopal,Apartment,4,3200,2,Cr
Bopal,Apartment,4,3500,2,Cr
Vastrapur,Apartment,2,1251,78,L
Vastrapur,Apartment,3,1665,1.05,Cr
Naranpuraa,Independent Floor,3,2000,70,L
Jodhpur,Apartment,3,1450,80,L
Shela,Apartment,3,1478,44,L
Shela,Apartment,3,1400,55,L
Shela,Apartment,2,1295,52,L
Prahlad Nagar,Independent House,3,1575,1.3,Cr
Ambli,Apartment,4,2425,1.12,Cr
Prahlad Nagar,Apartment,3,2050,1,Cr
Gota,Apartment,2,963,42,L
Bopal,Apartment,3,2025,85,L
Bopal,Apartment,3,1430,64,L
Chandkheda,Apartment,2,1152,45.5,L
Motera,Apartment,3,1890,85,L
Near Nirma University On SG Highway,Apartment,2,1170,50,L
Bopal,Independent House,3,1881,1.45,Cr
Chanakyapuri,Apartment,2,1800,60,L
Zundal,Apartment,2,1080,47,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,864,28.99,L
Nana Chiloda,Apartment,3,1998,51,L
Nana Chiloda,Apartment,2,1350,37,L
Gota,Apartment,2,1017,46,L
Ambli,Independent House,4,2205,3.5,Cr
Bodakdev,Apartment,4,2700,1.94,Cr
Ambavadi,Apartment,3,3231,2.26,Cr
Satellite,Villa,4,3825,5,Cr
Sola,Villa,4,7500,8,Cr
Thaltej,Villa,5,5850,6,Cr
Shilaj,Villa,5,8928,7.5,Cr
Shela,Villa,4,7500,6.5,Cr
Shela,Villa,5,7500,5.2,Cr
Shela,Villa,5,7500,5.2,Cr
Bopal,Villa,4,7500,9,Cr
Shela,Apartment,3,1510,43.79,L
Chandkheda,Villa,2,1485,71.1,L
Memnagar,Apartment,1,1404,70,L
Chanakyapuri,Apartment,3,3060,1.77,Cr
Sola,Villa,4,3429,1.75,Cr
Ranip,Apartment,3,1232,46.5,L
Ranip,Apartment,2,1069,36,L
Bodakdev,Apartment,4,3727,2.08,Cr
Thaltej,Apartment,3,2799,2.03,Cr
Thaltej,Apartment,3,2097,1.5,Cr
Thaltej,Apartment,3,1545,1.6,Cr
Bodakdev,Apartment,3,2500,1.5,Cr
Thaltej,Apartment,3,4500,2.65,Cr
Thaltej,Apartment,4,5100,3.5,Cr
Bodakdev,Apartment,4,3272,1.99,Cr
Ambli,Apartment,4,4154,3.3,Cr
Vastrapur,Apartment,4,3230,1.85,Cr
Shela,Apartment,4,3538,1.69,Cr
Shela,Apartment,4,3538,1.59,Cr
Bodakdev,Apartment,5,5375,4.03,Cr
Koteshwar,Apartment,2,1260,47.5,L
Chandkheda,Apartment,3,1575,54.5,L
Jodhpur,Apartment,3,1575,1.2,Cr
Gota,Apartment,1,657,27,L
Gota,Apartment,2,963,42,L
Gota,Apartment,2,1098,46,L
Gota,Apartment,2,1269,56.65,L
Gota,Apartment,3,1809,90,L
Gota,Apartment,2,967,39,L
Gota,Apartment,1,657,27.51,L
Gota,Apartment,3,1575,65,L
Gota,Apartment,2,990,34,L
Shela,Apartment,3,786,63.31,L
Shela,Apartment,2,630,50.78,L
Shela,Apartment,3,789,63.57,L
Shela,Apartment,3,789,63.57,L
Ghuma,Apartment,3,739,62.22,L
Ghuma,Apartment,2,522,41.07,L
Ghuma,Apartment,3,653,54.99,L
Ghuma,Apartment,2,521,40.99,L
Bodakdev,Apartment,5,6728,6.72,Cr
Vastrapur,Apartment,3,2020,1.31,Cr
Ambli,Apartment,4,4000,3.5,Cr
Near Nirma University On SG Highway,Apartment,2,1262,47,L
Near Nirma University On SG Highway,Apartment,2,1262,46.5,L
Near Nirma University On SG Highway,Apartment,2,1100,43,L
Near Nirma University On SG Highway,Apartment,2,1100,42.5,L
Near Nirma University On SG Highway,Apartment,3,1372,51,L
Near Nirma University On SG Highway,Apartment,3,1372,50.5,L
Near Nirma University On SG Highway,Apartment,3,1372,50,L
Near Nirma University On SG Highway,Apartment,2,1100,43.5,L
Near Nirma University On SG Highway,Apartment,3,1372,51.5,L
Near Nirma University On SG Highway,Apartment,2,1100,38,L
Near Nirma University On SG Highway,Apartment,2,1100,40,L
Near Nirma University On SG Highway,Apartment,2,1100,39.75,L
Near Nirma University On SG Highway,Apartment,2,1100,39.5,L
Near Nirma University On SG Highway,Apartment,2,1100,39.25,L
Near Nirma University On SG Highway,Apartment,2,1100,39,L
Near Nirma University On SG Highway,Apartment,2,1100,38.75,L
Near Nirma University On SG Highway,Apartment,2,1100,38.5,L
Near Nirma University On SG Highway,Apartment,2,1100,38.25,L
Near Nirma University On SG Highway,Apartment,2,1100,42,L
Near Nirma University On SG Highway,Apartment,2,1100,41.5,L
Near Nirma University On SG Highway,Apartment,3,1372,50,L
Near Nirma University On SG Highway,Apartment,2,1100,43.5,L
Near Nirma University On SG Highway,Apartment,3,1372,51.5,L
Near Nirma University On SG Highway,Apartment,3,1372,52,L
Satellite,Apartment,4,4500,3.82,Cr
Thaltej,Apartment,4,3770,2.9,Cr
Memnagar,Apartment,4,3638,2.75,Cr
Paldi,Independent House,4,1800,1.8,Cr
Near Nirma University On SG Highway,Apartment,1,600,24.75,L
Near Nirma University On SG Highway,Apartment,1,600,23.25,L
Near Nirma University On SG Highway,Apartment,1,600,23.75,L
Near Nirma University On SG Highway,Apartment,1,600,24.5,L
Near Nirma University On SG Highway,Apartment,1,600,24,L
Near Nirma University On SG Highway,Apartment,1,600,22.5,L
Motera,Apartment,2,1200,50,L
Bodakdev,Independent House,4,7200,14,Cr
Shilaj,Independent House,4,2925,3.25,Cr
Memnagar,Apartment,3,1890,1.3,Cr
Thaltej,Apartment,4,2666,2.4,Cr
Bopal,Apartment,3,2350,1.1,Cr
Satellite,Independent House,4,3240,4.35,Cr
Memnagar,Apartment,2,1035,60,L
Thaltej,Independent House,4,7200,8.5,Cr
Sanathal,Independent House,4,6993,6,Cr
Ellisbridge,Apartment,4,4230,2.8,Cr
Satellite,Apartment,3,2070,1.55,Cr
Thaltej,Independent House,4,4050,6,Cr
Thaltej,Independent House,4,2700,5,Cr
Shela,Independent House,4,3465,2.5,Cr
Thaltej,Independent House,4,2385,5,Cr
Science City,Independent House,3,2385,2.25,Cr
Ambavadi,Apartment,3,2300,1.33,Cr
Ambavadi,Apartment,4,3200,2.15,Cr
Ambavadi,Apartment,4,3500,2.1,Cr
Prahlad Nagar,Apartment,4,4543,3.25,Cr
Naranpuraa,Apartment,3,1485,80,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1905,69.99,L
Ambli,Apartment,4,5881,5.3,Cr
Ambli,Apartment,4,4384,3.95,Cr
Ambli,Apartment,3,1800,1.05,Cr
Prahlad Nagar,Independent House,4,3150,4.6,Cr
Vejalpur,Apartment,3,1350,70,L
Vejalpur,Apartment,3,1350,70,L
Vejalpur,Apartment,3,1300,72,L
Jodhpur,Independent House,4,2970,3.51,Cr
Bodakdev,Independent House,4,2700,5,Cr
