area,type,BHK,sqft,price,unit
Ambli,Apartment,4,3000,1.35,Cr
Navrangpura,Villa,2,2835,3.46,Cr
Shela,Apartment,3,1450,54.38,L
Ambli,Apartment,4,2425,1.09,Cr
Jodhpur Village,Apartment,3,1985,1.44,Cr
Navrangpura,Apartment,3,1935,1.16,Cr
Prahlad Nagar,Apartment,4,3400,2.78,Cr
Ellisbridge,Apartment,2,1260,65.1,L
Ellisbridge,Apartment,3,1764,89.37,L
Prahlad Nagar,Apartment,4,2750,1.68,Cr
Near Nirma University On SG Highway,Apartment,2,1060,37.88,L
Narayan Nagar,Apartment,3,1845,78,L
Near Nirma University On SG Highway,Apartment,3,1360,48.17,L
Chandkheda,Apartment,3,1764,61.74,L
Chandkheda,Apartment,3,2070,65,L
Bodakdev,Villa,4,5481,6.5,Cr
Chandkheda,Apartment,3,1935,61.92,L
Paldi,Apartment,3,1989,1.21,Cr
Ellisbridge,Apartment,3,1890,97.65,L
Ellisbridge,Apartment,2,1215,62.77,L
Ellisbridge,Apartment,3,1719,88.81,L
Juhapura,Apartment,2,891,36.5,L
Vejalpur,Apartment,1,540,22,L
Jodhpur Village,Apartment,2,1260,60,L
Jodhpur Village,Apartment,3,1782,85,L
Satellite,Apartment,3,2160,1.42,Cr
Jodhpur,Apartment,2,970,55,L
Prahlad Nagar,Apartment,2,1035,60,L
Bopal,Apartment,3,1485,65,L
Bopal,Apartment,3,1485,65,L
Ambli,Apartment,3,2550,1.99,Cr
Ellisbridge,Apartment,4,4257,3.25,Cr
Navrangpura,Apartment,4,3340,2.37,Cr
Ambli,Apartment,4,3400,2.45,Cr
Ambli,Apartment,4,2970,2.2,Cr
Ambli,Apartment,4,3510,2.74,Cr
Shilaj,Apartment,4,3700,2.07,Cr
Bodakdev,Apartment,4,2700,1.95,Cr
Shela,Apartment,3,1435,58.51,L
Vastrapur,Apartment,2,2000,68,L
Vastrapur,Apartment,3,1890,90,L
Bopal,Apartment,3,1435,48.2,L
Bopal,Independent House,3,1890,80,L
Thaltej,Independent House,4,3726,4.4,Cr
Bopal,Villa,4,2889,1.8,Cr
Bopal,Villa,3,2025,1.25,Cr
Bopal,Apartment,2,1350,60,L
Ambavadi,Villa,3,2700,2.6,Cr
Bopal,Apartment,3,1430,60,L
Shela,Apartment,5,4508,1.89,Cr
Ambli,Apartment,4,3000,1.35,Cr
Ambli,Apartment,3,1850,83.25,L
Ambli,Apartment,4,2425,1.09,Cr
Prahlad Nagar,Apartment,4,2750,1.7,Cr
Ambli,Apartment,4,3000,1.35,Cr
Navrangpura,Villa,2,2835,3.46,Cr
Shela,Apartment,3,1450,54.38,L
Ambli,Apartment,4,2425,1.09,Cr
Jodhpur Village,Apartment,3,1985,1.44,Cr
Navrangpura,Apartment,3,1935,1.16,Cr
Prahlad Nagar,Apartment,4,3400,2.78,Cr
Ellisbridge,Apartment,2,1260,65.1,L
Ellisbridge,Apartment,3,1764,89.37,L
Prahlad Nagar,Apartment,4,2750,1.68,Cr
Near Nirma University On SG Highway,Apartment,2,1060,37.88,L
Narayan Nagar,Apartment,3,1845,78,L
Near Nirma University On SG Highway,Apartment,3,1360,48.17,L
Chandkheda,Apartment,3,1764,61.74,L
Chandkheda,Apartment,3,2070,65,L
Bodakdev,Villa,4,5481,6.5,Cr
Chandkheda,Apartment,3,1935,61.92,L
Paldi,Apartment,3,1989,1.21,Cr
Ellisbridge,Apartment,3,1890,97.65,L
Ellisbridge,Apartment,2,1215,62.77,L
Ellisbridge,Apartment,3,1719,88.81,L
Juhapura,Apartment,2,891,36.5,L
Vejalpur,Apartment,1,540,22,L
Vastrapur,Apartment,3,1890,90,L
Shela,Apartment,4,3538,1.48,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3650,1.7,Cr
Vastrapur,Apartment,3,1815,1.08,Cr
Satellite,Apartment,3,1233,65,L
Chandkheda,Villa,1,186,1,Cr
Bopal,Apartment,3,1440,61,L
Vastrapur,Apartment,2,1251,72.56,L
Ambavadi,Apartment,3,2097,1.25,Cr
Shela,Apartment,4,3538,1.49,Cr
Vastrapur,Apartment,3,1584,91.87,L
Vastrapur,Apartment,3,1665,96.57,L
Vastrapur,Apartment,3,2225,1.25,Cr
Vastrapur,Apartment,2,1260,73.08,L
Near Nirma University On SG Highway,Apartment,4,2650,2,Cr
Near Vaishno Devi Circle On SG Highway,Villa,5,9500,9.32,Cr
Near Vaishno Devi Circle On SG Highway,Villa,5,9500,10.72,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3220,1.55,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,2280,88.92,L
Near Vaishno Devi Circle On SG Highway,Villa,4,5976,5.05,Cr
Ambavadi,Apartment,3,2295,1.43,Cr
Ambavadi,Apartment,3,1334,1.11,Cr
Ellisbridge,Apartment,4,3195,1.91,Cr
Near Nirma University On SG Highway,Apartment,3,1530,64,L
Vastrapur,Apartment,3,1584,97.87,L
Navrangpura,Apartment,3,2340,1.43,Cr
Ambli,Apartment,3,2756,1.79,Cr
New Ranip,Apartment,2,1044,40,L
Satellite,Apartment,3,2164,1.46,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,2,1170,45,L
Manipur,Apartment,3,1504,46.62,L
Navrangpura,Apartment,3,2205,1.56,Cr
Gota,Apartment,3,1809,74.37,L
Rambaug,Apartment,1,440,33,L
Prahlad Nagar,Apartment,3,2100,1.35,Cr
Prahlad Nagar,Apartment,3,2010,1.2,Cr
Prahlad Nagar,Apartment,3,1705,98,L
Prahlad Nagar,Apartment,3,1989,1.21,Cr
Thaltej,Apartment,3,2250,1.1,Cr
Prahlad Nagar,Apartment,3,2100,1.4,Cr
Prahlad Nagar,Apartment,4,3800,2.47,Cr
Prahlad Nagar,Apartment,4,3500,2.75,Cr
Prahlad Nagar,Apartment,3,1881,1.15,Cr
Prahlad Nagar,Apartment,3,1665,94,L
Satellite,Apartment,4,3800,2.66,Cr
Ambavadi,Apartment,4,3447,2.14,Cr
Ambavadi,Apartment,4,2943,1.8,Cr
Near Nirma University On SG Highway,Apartment,2,965,30,L
Near Nirma University On SG Highway,Apartment,2,1170,33,L
Satlasana,Apartment,2,1260,50,L
Gota,Apartment,2,1440,38.5,L
Bopal,Independent House,3,1620,1.1,Cr
Bopal,Apartment,3,1485,65,L
Bopal,Apartment,3,1485,65,L
Bopal,Independent House,4,1422,1.5,Cr
Ambli,Apartment,4,5345,4,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,5,6120,3.76,Cr
Bopal,Apartment,3,1450,58,L
Shahibuag,Apartment,4,2890,1.8,Cr
Bodakdev,Apartment,4,5175,3.88,Cr
Shela,Apartment,3,1520,52.8,L
Bopal,Independent House,4,1422,1.5,Cr
Bopal,Independent House,3,1800,2,Cr
Bopal,Apartment,2,1185,36.73,L
Bopal,Apartment,2,1285,47.5,L
Bopal,Apartment,3,1435,45.92,L
Shela,Apartment,3,1435,45.2,L
Vejalpur,Apartment,2,1215,41,L
Bopal,Apartment,2,1285,47.51,L
Satellite,Apartment,2,1100,63,L
Satellite,Apartment,2,990,47,L
Shilaj,Apartment,2,1100,50,L
Satellite,Apartment,3,1620,1,Cr
Sarkhej,Apartment,2,990,25,L
Judges Bungalow,Apartment,2,1260,65,L
Bopal,Apartment,3,1435,90,L
Bopal,Independent House,3,2250,1.45,Cr
Thaltej,Apartment,3,1650,95,L
Navyug Society Road,Apartment,3,1395,85,L
Chandkheda,Penthouse,3,1665,66,L
NikolNaroda Road,Apartment,3,1935,77,L
Near Nirma University On SG Highway,Apartment,3,1172,65,L
Chandkheda,Apartment,2,1170,42,L
Railway Crossing Road,Apartment,3,1810,95,L
Vejalpur,Apartment,2,1260,55,L
Shela,Apartment,3,2013,64.4,L
Naranpuraa,Apartment,2,1320,62,L
Bopal,Apartment,2,1600,57,L
Kudasan,Apartment,2,1152,38.99,L
Jodhpur,Apartment,2,1200,47.5,L
Ellisbridge,Apartment,4,3550,2.3,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,2433,1.45,Cr
Ellisbridge,Apartment,3,2500,3.5,Cr
Ghuma,Apartment,2,1098,33.5,L
Panchwati Cross road,Apartment,3,2000,1,Cr
Satellite,Apartment,3,1359,80,L
Near Nirma University On SG Highway,Apartment,3,1362,66,L
Ranip,Apartment,3,1584,50,L
Gulbai Tekra,Apartment,4,3492,2,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,2280,99,L
Sola,Apartment,2,1188,62,L
Near Nirma University On SG Highway,Apartment,3,1372,49,L
Navrangpura,Apartment,3,1125,78,L
Shela,Apartment,2,1050,25.9,L
Science City,Villa,4,2430,3.3,Cr
Ambavadi,Apartment,4,1755,95,L
Bodakdev,Apartment,4,2700,1.95,Cr
Gota,Apartment,2,1260,49,L
100 Feet Ring Road,Independent House,4,3240,2.9,Cr
Jodhpur Village,Apartment,3,1000,1.4,Cr
Makarba,Apartment,2,1143,50,L
Chandkheda,Apartment,2,1170,42,L
Chandkheda,Independent House,4,1350,70,L
Bopal,Apartment,3,1385,65,L
Thaltej,Independent House,4,2583,2.95,Cr
Shela,Apartment,3,1710,65,L
Vasna,Apartment,3,1850,1.39,Cr
Chandkheda,Apartment,2,1188,37,L
Near Nirma University On SG Highway,Villa,4,5391,6,Cr
South Bopal,Apartment,3,1472,43.42,L
Sanand,Apartment,1,516,16,L
Vasna,Apartment,2,1170,60,L
Thaltej,Apartment,3,1200,1.44,Cr
Shela,Studio Apartment,1,646,22,L
Gota,Apartment,3,1890,85,L
Satellite,Apartment,2,1190,65,L
India Colony,Villa,2,2300,1.1,Cr
Bopal,Apartment,3,1530,59.95,L
Rambaug,Studio Apartment,1,370,32,L
Bopal,Apartment,3,1515,62,L
Bopal,Apartment,3,1250,61,L
Ambavadi,Apartment,3,1313,1.8,Cr
Bopal,Apartment,2,1315,53,L
Ambavadi,Apartment,4,1669,2.5,Cr
Bopal,Apartment,3,1650,46.51,L
Bopal,Apartment,2,1475,48.51,L
Shela,Apartment,3,1436,61.3,L
Bopal,Apartment,3,1485,59.5,L
Bopal,Apartment,2,1185,46,L
Bopal,Apartment,2,1750,39.71,L
Vasna,Apartment,3,1850,1.07,Cr
Near Nirma University On SG Highway,Apartment,2,1325,57,L
Gota,Apartment,3,2133,80.56,L
Gota,Apartment,3,1890,71.38,L
Gota,Apartment,4,3132,1.15,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,2,1075,38.62,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1530,59.95,L
Rambaug,Studio Apartment,1,370,32,L
Bopal,Apartment,3,1515,62,L
Bopal,Apartment,3,1250,61,L
Ambavadi,Apartment,3,1313,1.8,Cr
Bopal,Apartment,2,1315,53,L
Ambavadi,Apartment,4,1669,2.5,Cr
Bopal,Apartment,3,1650,46.51,L
Bopal,Apartment,2,1475,48.51,L
Shela,Apartment,3,1436,61.3,L
Bopal,Apartment,3,1485,59.5,L
Bopal,Apartment,2,1185,46,L
Bopal,Apartment,2,1750,39.71,L
Gota,Apartment,4,3132,1.15,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,2,1075,38.62,L
Bodakdev,Apartment,3,1530,90,L
Gota,Villa,4,5391,6,Cr
Rancharda,Villa,3,2000,1.65,Cr
Rancharda,Villa,1,1100,1.06,Cr
Bhadaj,Villa,4,4500,3.24,Cr
Bhadaj,Villa,4,3501,2.4,Cr
Bhadaj,Villa,3,2043,1.51,Cr
Thaltej,Apartment,4,5100,3.65,Cr
Vastrapur,Apartment,3,904,89.55,L
New C G Road,Apartment,1,675,20,L
Jodhpur Village,Apartment,3,1999,1.36,Cr
Chandkheda,Apartment,1,720,26,L
Naranpuraa,Apartment,2,1125,62,L
Shela,Apartment,3,1435,57,L
Gota,Apartment,2,900,37,L
Shela,Apartment,3,1435,58.51,L
Shela,Apartment,3,1505,57,L
Gota,Apartment,3,1436,61.83,L
Shela,Apartment,3,1505,57,L
Gota,Apartment,3,1436,61.83,L
Gota,Apartment,2,1170,43,L
Makarba,Apartment,3,1557,71,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,3780,1.69,Cr
Near Nirma University On SG Highway,Apartment,4,3650,1.41,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3550,1.48,Cr
Bopal,Apartment,3,1985,75.96,L
Chandkheda,Apartment,2,1125,33.5,L
Sola,Villa,4,1935,2.5,Cr
Shela,Apartment,2,718,26.25,L
Ghatlodiya,Apartment,2,1260,40,L
Jodhpur Village,Apartment,3,2025,1.31,Cr
Chandkheda,Apartment,5,2250,90,L
Sanand,Apartment,1,696,13.74,L
Chandkheda,Apartment,3,2228,80,L
Ambavadi,Apartment,4,3690,2.5,Cr
Jodhpur Village,Apartment,3,1700,1.07,Cr
Jodhpur Village,Apartment,3,1700,1.07,Cr
Bopal,Apartment,3,2350,1,Cr
Near Vaishno Devi Circle On SG Highway,Villa,4,5400,6,Cr
Bopal,Apartment,3,2350,1.19,Cr
Prahlad Nagar,Apartment,3,1881,1.05,Cr
Chandkheda,Apartment,2,1250,47,L
Rambaug,Apartment,1,800,53,L
Bopal,Independent House,4,1800,80,L
Odhav,Apartment,2,1206,30,L
Odhav,Apartment,2,1161,29,L
Paldi,Apartment,3,1872,1.04,Cr
Paldi,Apartment,3,1845,1.02,Cr
Paldi,Apartment,3,2169,1.32,Cr
Paldi,Apartment,3,2259,1.42,Cr
Vastrapur,Apartment,1,1251,72.55,L
Thaltej,Apartment,3,3400,2.5,Cr
Memnagar,Apartment,3,2400,1.6,Cr
Vastrapur,Apartment,2,1251,95,L
Bodakdev,Apartment,2,1080,45,L
Bopal,Apartment,3,667,46.51,L
Ambli,Apartment,4,2716,1.62,Cr
Ambli,Apartment,3,2618,1.57,Cr
Prahlad Nagar,Apartment,4,2750,1.51,Cr
Ambli,Apartment,4,4154,3.24,Cr
Ambli,Apartment,4,2756,1.65,Cr
Ambli,Apartment,3,2411,1.45,Cr
Ambli,Apartment,4,3838,2.76,Cr
Vastrapur,Apartment,3,2230,1.2,Cr
Satellite,Apartment,4,3700,2.6,Cr
Vastrapur,Apartment,2,1251,75,L
Satellite,Apartment,3,1530,85,L
Ambli,Apartment,4,6018,6,Cr
Satellite,Apartment,3,2205,1.15,Cr
Thaltej,Apartment,3,2115,1.45,Cr
Thaltej,Apartment,4,4350,3.48,Cr
Satellite,Apartment,3,2133,1.39,Cr
Satellite,Apartment,3,2205,1.15,Cr
Thaltej,Apartment,4,2800,2.1,Cr
Vastrapur,Apartment,4,3760,2.52,Cr
Vastrapur,Apartment,3,2490,1.67,Cr
Ambli,Apartment,3,2100,1.36,Cr
Ambli,Apartment,4,3850,3.27,Cr
Thaltej,Apartment,3,2100,1.65,Cr
Satellite,Apartment,3,2025,1.55,Cr
Ambli,Apartment,4,3725,2.8,Cr
Vastrapur,Apartment,4,3230,1.74,Cr
Bopal,Apartment,4,2965,1.4,Cr
Ambli,Apartment,4,5879,4.23,Cr
Ambli,Apartment,4,3838,2.76,Cr
Gota,Apartment,3,2079,61.83,L
Bopal,Independent House,4,1800,80,L
Odhav,Apartment,2,1206,30,L
Odhav,Apartment,2,1161,29,L
Paldi,Apartment,3,1872,1.04,Cr
Paldi,Apartment,3,1845,1.02,Cr
Paldi,Apartment,3,2169,1.32,Cr
Paldi,Apartment,3,2259,1.42,Cr
Vastrapur,Apartment,1,1251,72.55,L
Thaltej,Apartment,3,3400,2.5,Cr
Memnagar,Apartment,3,2400,1.6,Cr
Paldi,Apartment,3,2259,1.42,Cr
Shela,Apartment,4,3151,1.07,Cr
Gulbai Tekra,Apartment,5,6500,4.29,Cr
Thaltej,Apartment,3,1179,63,L
Prahlad Nagar,Apartment,4,3000,2.55,Cr
Memnagar,Apartment,3,1575,1.1,Cr
Thaltej,Apartment,4,2800,1.56,Cr
Memnagar,Apartment,3,1575,1.1,Cr
Thaltej,Apartment,3,2065,1.3,Cr
Shela,Apartment,3,2041,68,L
Ambavadi,Apartment,3,2160,1.31,Cr
Prahlad Nagar,Apartment,4,3000,2.55,Cr
Chanakyapuri,Apartment,4,3060,3,Cr
Ambavadi,Apartment,3,2160,1.31,Cr
S G Highway,Apartment,2,1125,40,L
Prahlad Nagar,Apartment,4,4662,4.1,Cr
Near Nirma University On SG Highway,Apartment,2,811,45,L
Jodhpur Village,Apartment,3,1999,1.35,Cr
Prahlad Nagar,Apartment,3,1881,1,Cr
Vejalpur,Apartment,2,1065,35,L
Vejalpur,Apartment,2,1065,35,L
Sola,Independent House,4,2718,2.25,Cr
Shilaj,Apartment,2,1285,43.94,L
Shilaj,Apartment,3,865,65,L
Shilaj,Apartment,2,1350,47.93,L
Paldi,Apartment,3,1989,1.21,Cr
Shela,Apartment,4,3120,1.08,Cr
Shela,Apartment,3,3120,90.38,L
Shela,Apartment,3,1436,44.52,L
Shela,Apartment,3,1500,47.25,L
Bopal,Apartment,3,1435,44.48,L
Shela,Apartment,3,1435,60,L
Shela,Apartment,3,1475,43.51,L
Shela,Apartment,4,2620,90.39,L
Shela,Apartment,3,2041,68.37,L
Bopal,Apartment,2,1185,36.73,L
Satellite,Apartment,2,945,46,L
Prahlad Nagar,Apartment,2,1381,71,L
Chandkheda,Apartment,3,1450,58,L
Chandkheda,Apartment,2,981,32,L
Chandkheda,Apartment,1,774,21.5,L
Thaltej,Apartment,4,1633,1.97,Cr
Shela,Apartment,3,1880,68,L
Vastrapur,Penthouse,2,990,80,L
Satellite,Apartment,3,1774,1.07,Cr
Prahlad Nagar,Apartment,3,1650,90,L
Shela,Apartment,2,1050,26.11,L
Motera,Apartment,3,1782,62.51,L
Gota,Apartment,3,2079,61.83,L
Manipur,Villa,4,4104,1.57,Cr
Gota,Apartment,3,1890,71,L
Kudasan,Apartment,2,1782,59,L
S G Highway,Apartment,2,988,47,L
Near Nirma University On SG Highway,Apartment,3,1114,69,L
Motera,Independent House,4,2340,1.6,Cr
Motera,Apartment,2,1323,40,L
Motera,Apartment,2,1147,50,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1450,46.4,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1880,63,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1485,47.52,L
Shela,Apartment,3,1500,42.18,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,2,1195,38.24,L
Bopal,Apartment,3,1450,46.4,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1985,63.52,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1725,55.2,L
Shela,Apartment,3,1500,47.26,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,3,1485,47.52,L
Bopal,Apartment,2,1195,38.24,L
Bopal,Apartment,3,1450,46.4,L
Bopal,Apartment,3,1485,47.52,L
Motera,Apartment,3,2070,70,L
Nava Naroda,Apartment,3,1476,30,L
Prahlad Nagar,Apartment,3,1800,1.05,Cr
Jodhpur Village,Apartment,3,1700,1.02,Cr
Prahlad Nagar,Apartment,3,2010,1.15,Cr
Law Garden,Apartment,2,1215,60.75,L
kolat,Villa,2,1152,54.44,L
Gota,Apartment,2,1179,50,L
Gota,Apartment,2,900,38,L
Gota,Apartment,3,2079,61.83,L
Shela,Apartment,3,1435,58.5,L
Gota,Apartment,3,1890,71,L
Chandkheda,Penthouse,1,650,32,L
Ambavadi,Apartment,3,2295,1.42,Cr
Memnagar,Apartment,3,1600,84.99,L
Shilaj,Apartment,4,3447,2.45,Cr
Ambavadi,Apartment,4,3447,2.6,Cr
Motera,Apartment,3,2160,95,L
Chandkheda,Apartment,2,1260,36.4,L
Ghuma,Apartment,1,650,20,L
Motera,Apartment,3,1971,85,L
Shela,Villa,4,3105,1.78,Cr
Bopal,Apartment,3,1330,45.88,L
Ranip,Apartment,3,1350,43.2,L
Ranip,Apartment,2,1020,32.64,L
Ranip,Apartment,2,1100,35.2,L
Ranip,Apartment,2,1220,39.04,L
Ellisbridge,Apartment,3,1890,97.65,L
Rancharda,Villa,4,2500,2,Cr
Shahibaug,Penthouse,4,1980,1.2,Cr
Vastrapur,Apartment,4,3060,2.14,Cr
Ambavadi,Apartment,3,1980,1.4,Cr
Chandkheda,Apartment,3,1350,50,L
Paldi,Apartment,3,2203,1.25,Cr
Near Nirma University On SG Highway,Apartment,2,1350,42,L
Devnagar,Apartment,2,1170,46,L
Kudasan,Apartment,3,2025,55,L
Vejalpur,Apartment,2,1036,41,L
Near Nirma University On SG Highway,Apartment,2,1629,55,L
Near Nirma University On SG Highway,Apartment,1,1170,43,L
Thaltej,Apartment,5,4775,3.15,Cr
Thaltej,Apartment,4,3700,2.07,Cr
Thaltej,Apartment,4,2810,1.57,Cr
Bodakdev,Apartment,5,5375,4.03,Cr
Bodakdev,Apartment,4,4760,3.57,Cr
Memnagar,Apartment,3,1632,97.92,L
Vastrapur,Apartment,3,3230,1.71,Cr
Thaltej,Apartment,5,6220,4.1,Cr
Memnagar,Apartment,4,4212,4,Cr
Shela,Apartment,3,1435,51,L
Memnagar,Apartment,3,2403,1.51,Cr
Thaltej,Apartment,3,1700,90.1,L
Bodakdev,Apartment,4,4400,3.08,Cr
Vastrapur,Apartment,3,1815,1.11,Cr
Ambavadi,Apartment,4,2943,1.82,Cr
Ambavadi,Apartment,3,2295,1.42,Cr
Vastrapur,Apartment,3,1615,99.56,L
Ambli,Apartment,3,2000,1.32,Cr
Thaltej,Apartment,3,1745,92.48,L
Vastrapur,Apartment,3,1845,1.16,Cr
Memnagar,Apartment,3,2295,1.44,Cr
Memnagar,Apartment,4,4212,4,Cr
Shela,Apartment,3,1435,51,L
Memnagar,Apartment,3,2403,1.51,Cr
Thaltej,Apartment,3,1700,90.1,L
Bodakdev,Apartment,4,4400,3.08,Cr
Near Nirma University On SG Highway,Apartment,3,1990,93,L
Near Nirma University On SG Highway,Apartment,3,1696,63,L
Near Nirma University On SG Highway,Apartment,2,1350,42,L
Devnagar,Apartment,2,1170,46,L
Kudasan,Apartment,3,2025,55,L
Ambawadi Circle,Apartment,3,1710,1,Cr
Ambli,Apartment,3,1850,96.32,L
Kudasan,Apartment,2,1260,42,L
Nabdanbaug Shela,Villa,4,5643,4.11,Cr
Chandkheda,Apartment,3,1548,61,L
Bopal,Apartment,3,1385,45,L
Near Nirma University On SG Highway,Apartment,3,1980,58,L
Bopal,Apartment,3,1375,75,L
Gota,Apartment,2,1350,54,L
Ambavadi,Apartment,3,2295,1.45,Cr
Vejalpur,Apartment,3,1550,60,L
Makarba,Apartment,1,650,22.5,L
Kudasan,Apartment,1,1215,39.99,L
Kudasan,Apartment,1,1125,40.99,L
Kudasan,Apartment,2,1800,50.99,L
Kudasan,Apartment,1,1215,44.99,L
Kudasan,Apartment,1,1170,41.99,L
Kudasan,Apartment,1,1008,30,L
Kudasan,Apartment,1,1224,35,L
Kudasan,Apartment,1,1305,48.98,L
Kudasan,Apartment,1,1305,45.98,L
Kudasan,Apartment,2,1440,51,L
Kudasan,Apartment,1,1260,38,L
Kudasan,Apartment,1,1305,45,L
Kudasan,Apartment,2,1305,55,L
Kudasan,Apartment,2,1728,54.98,L
Kudasan,Apartment,2,1305,54.99,L
Kudasan,Apartment,2,1800,74.98,L
Kudasan,Apartment,1,1197,39.99,L
Kudasan,Apartment,1,1323,50.98,L
Kudasan,Apartment,2,1800,59.99,L
Kudasan,Apartment,2,2700,99.98,L
Kudasan,Apartment,3,2025,1.14,Cr
Kudasan,Apartment,3,2250,1.14,Cr
Kudasan,Apartment,1,1305,44.99,L
Kudasan,Apartment,1,999,31.99,L
Kudasan,Apartment,1,1125,38.49,L
Kudasan,Apartment,1,1260,31.99,L
Kudasan,Apartment,1,1215,44.99,L
Kudasan,Apartment,2,2070,1.09,Cr
Kudasan,Apartment,1,1233,37.98,L
Kudasan,Apartment,1,765,25.49,L
Kudasan,Apartment,2,1755,74.99,L
Bodakdev,Apartment,3,1935,1.05,Cr
Prahlad Nagar,Apartment,4,3150,2.51,Cr
Kudasan,Apartment,3,1710,59,L
Thaltej,Apartment,4,3600,2.34,Cr
Vastrapur,Apartment,3,1530,92,L
Ambli,Apartment,4,3800,2.73,Cr
Ambli,Apartment,5,6000,4.62,Cr
Bodakdev,Apartment,4,4513,3.5,Cr
Navrangpura,Apartment,4,4500,3.5,Cr
Satellite,Apartment,3,1530,1.3,Cr
Vejalpur,Apartment,3,1620,90,L
Thaltej,Independent House,5,9225,13,Cr
Thaltej,Apartment,3,2115,1.45,Cr
Vasna,Apartment,3,2340,1.5,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3780,1.9,Cr
Chandkheda,Apartment,3,2025,72,L
Khokhra,Apartment,1,684,28,L
Near Nirma University On SG Highway,Apartment,2,1260,33.5,L
Jodhpur Village,Apartment,3,1700,1.02,Cr
Jodhpur Village,Apartment,3,1700,1.02,Cr
Vejalpur,Apartment,3,1500,68,L
Ambavadi,Apartment,4,2943,1.82,Cr
Ambavadi,Apartment,3,2295,1.42,Cr
Ambavadi,Apartment,4,3447,2.13,Cr
Keshavnagar,Apartment,3,1985,2.15,Cr
Gota,Apartment,3,1890,71,L
Gota,Apartment,2,1170,43,L
Manipur,Villa,4,4104,1.57,Cr
kolat,Villa,2,1152,54.44,L
Arohi Club Road,Villa,4,2160,1.1,Cr
Chandkheda,Independent House,4,2205,1.25,Cr
Motera,Independent House,4,1800,1.19,Cr
Sola,Apartment,2,1260,75,L
Sanand,Villa,4,2500,3.85,Cr
Chandkheda,Independent House,4,3285,2.1,Cr
Chandkheda,Independent House,4,3285,2.1,Cr
Vejalpur,Apartment,3,1710,95,L
Motera,Independent House,3,1080,1,Cr
Chandkheda,Apartment,3,1935,68,L
Motera,Apartment,2,1260,43,L
Near Nirma University On SG Highway,Apartment,4,3650,1.55,Cr
Near Nirma University On SG Highway,Apartment,2,1300,60,L
Vejalpur,Apartment,4,4300,3.65,Cr
Ambli,Apartment,4,3500,2.73,Cr
Bopal,Apartment,2,1315,41.42,L
Bopal,Apartment,3,1435,45.2,L
Vejalpur,Apartment,4,4500,3.82,Cr
Ambli,Apartment,3,2470,1.92,Cr
Ambli,Apartment,4,2970,2.13,Cr
Vastrapur,Apartment,3,2230,1.18,Cr
Bodakdev,Apartment,4,3311,2.11,Cr
Ambli,Apartment,3,2470,1.92,Cr
Vastrapur,Apartment,4,2415,1.48,Cr
Bopal,Apartment,2,880,47,L
Jodhpur,Apartment,3,2300,95,L
Science City,Independent House,4,3528,2.1,Cr
Satellite,Apartment,4,3700,2.6,Cr
South Bopal,Villa,4,3186,1.79,Cr
South Bopal,Apartment,3,1700,75,L
Bopal,Villa,4,3024,2.97,Cr
Prahlad Nagar,Apartment,4,3567,2.6,Cr
Shela,Apartment,2,1170,47.51,L
Ambli,Apartment,4,4475,3.02,Cr
Ambli,Apartment,4,3938,2.66,Cr
Chandkheda,Apartment,3,1935,78,L
Shela,Apartment,1,646,21,L
Satellite,Apartment,3,1600,58,L
Shela,Apartment,2,1295,41,L
Shela,Apartment,3,1435,45.92,L
Bopal,Apartment,2,1076,50,L
Shela,Apartment,3,1436,45.95,L
Bopal,Apartment,3,1435,47.35,L
Shela,Apartment,2,1965,72.7,L
Shela,Apartment,2,1170,44.51,L
Shela,Apartment,3,1250,47,L
Shela,Apartment,2,925,37,L
Bopal,Apartment,2,1185,39.1,L
