area,type,BHK,sqft,price,unit
Near Vaishno Devi Circle On SG Highway,Apartment,2,885,71.1,L
Ambli,Apartment,3,1850,1.03,Cr
Science City,Independent House,5,4500,3.25,Cr
Sola,Independent House,4,5940,5.2,Cr
Bopal,Apartment,3,1590,57.08,L
Bopal,Apartment,3,1880,66.92,L
Bopal,Apartment,2,1285,41.85,L
Near Nirma University On SG Highway,Apartment,2,527,36.99,L
Jodhpur Village,Apartment,4,3950,4.11,Cr
Bodakdev,Apartment,2,2250,1.4,Cr
Jodhpur Village,Apartment,3,2070,1.35,Cr
Kudasan,Apartment,2,1242,42,L
Kudasan,Apartment,2,1251,41,L
Kudasan,Studio Apartment,1,765,26,L
Kudasan,Apartment,2,945,33,L
Kudasan,Independent House,2,1188,98,L
Kudasan,Apartment,2,1296,42,L
Bopal,Apartment,3,1413,65,L
Judges Bungalow,Apartment,3,2300,90,L
Ambavadi,Apartment,2,1305,82,L
Ambavadi,Apartment,3,2268,1.48,Cr
Jodhpur Village,Apartment,4,4000,3.8,Cr
Thaltej,Independent House,2,1800,2,Cr
Science City,Independent House,3,1980,2.05,Cr
Sola,Apartment,3,2475,1.26,Cr
Science City,Apartment,3,2222,1.75,Cr
Thaltej,Apartment,3,2250,1,Cr
Navrangpura,Apartment,3,1377,89,L
Ghuma,Independent House,4,2333,80,L
Bopal,Apartment,3,1500,57,L
Hathijan,Apartment,3,1422,21.33,L
Hathijan,Apartment,2,1125,16.87,L
Bopal,Apartment,1,1185,52,L
Makarba,Apartment,3,1600,80,L
Bopal,Apartment,3,1430,55,L
Shela,Apartment,3,1260,41.25,L
Shela,Apartment,2,1050,34.65,L
Bopal,Apartment,3,1330,75,L
Bopal,Apartment,3,1425,80,L
Bopal,Apartment,2,1130,36.16,L
Jodhpur Village,Apartment,2,1500,61,L
Satellite,Apartment,2,1450,75,L
Jodhpur Village,Apartment,2,1250,62,L
Jodhpur Village,Apartment,3,2160,1.5,Cr
Bodakdev,Apartment,4,3240,2.3,Cr
Bopal,Villa,4,4950,6.75,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1016,61.05,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,873,53.03,L
Bopal,Apartment,3,1440,36.9,L
Bopal,Apartment,2,1185,30.81,L
Bopal,Apartment,2,1185,36.73,L
Bopal,Apartment,3,1435,44.48,L
Bopal,Apartment,3,1435,37.31,L
Shela,Apartment,3,1475,58,L
Makarba,Apartment,3,1678,75,L
Shela,Apartment,3,1475,58,L
Bopal,Villa,2,1305,90,L
Nava Naroda,Apartment,3,3300,1.9,Cr
Shilaj,Independent House,4,3380,4.5,Cr
Vastrapur,Apartment,3,1615,96.33,L
Bodakdev,Independent House,4,2025,2,Cr
Sanathal,Villa,4,3060,1.6,Cr
Sanathal,Villa,4,2700,1.18,Cr
Vejalpur,Apartment,3,1760,80,L
Prahlad Nagar,Apartment,3,1650,81,L
Ayojan Nagar,Independent House,4,1584,2.5,Cr
Vastrapur,Apartment,3,1885,1.12,Cr
Vastrapur,Apartment,3,1585,94.54,L
Vastrapur,Apartment,3,2020,1.2,Cr
Vastrapur,Apartment,4,2415,1.44,Cr
Vastrapur,Apartment,4,2727,1.69,Cr
Vastrapur,Apartment,3,1845,1.14,Cr
Shilaj,Apartment,2,614,47.99,L
Vastrapur,Apartment,3,1815,1.08,Cr
Satellite,Independent House,3,3150,3,Cr
Satellite,Independent House,3,2520,2.6,Cr
Bodakdev,Independent House,3,1494,3.75,Cr
Bodakdev,Independent House,4,3870,5.5,Cr
Ambli,Independent House,5,2430,5.8,Cr
Bodakdev,Independent House,5,2025,2.5,Cr
Jodhpur,Independent House,4,2750,3.8,Cr
Satellite,Independent House,4,3150,5,Cr
Satellite,Independent House,4,3762,5,Cr
Jodhpur,Independent House,4,4500,8,Cr
Satellite,Independent House,4,7470,10.5,Cr
Bodakdev,Independent House,4,2802,7,Cr
Satellite,Apartment,2,1210,75,L
Near Nirma University On SG Highway,Apartment,2,527,36.99,L
Bopal,Apartment,3,1440,60.5,L
Bopal,Apartment,3,1480,67,L
Bopal,Independent House,3,2700,1.9,Cr
Bopal,Apartment,2,1260,54,L
Bopal,Apartment,2,1260,53,L
Bopal,Apartment,2,1200,47,L
Bopal,Apartment,3,1985,1,Cr
Gota,Apartment,3,1730,75,L
Near Nirma University On SG Highway,Apartment,3,1800,55,L
Vastrapur,Apartment,2,1251,72.55,L
Vastrapur,Apartment,4,2727,1.69,Cr
Gota,Apartment,3,1485,70,L
Gota,Apartment,2,1377,42,L
Gota,Apartment,2,1260,44,L
Gota,Apartment,2,900,38,L
Bopal,Independent House,3,990,1,Cr
Bodakdev,Apartment,4,3850,3.25,Cr
Bodakdev,Apartment,4,2800,2,Cr
Bodakdev,Apartment,4,3195,3,Cr
Makarba,Apartment,2,1141,50,L
Makarba,Apartment,3,1700,75,L
Bodakdev,Apartment,4,3100,1.65,Cr
Bodakdev,Apartment,3,1360,68,L
Thaltej,Apartment,4,3600,2.85,Cr
Bodakdev,Apartment,2,990,45,L
Shilaj,Apartment,4,2700,1.51,Cr
Shela,Apartment,3,2041,65,L
Satellite,Apartment,3,1710,85,L
Science City,Apartment,3,1800,1,Cr
Thaltej,Villa,4,1620,1.6,Cr
Prahlad Nagar,Apartment,3,1600,70,L
Bodakdev,Apartment,3,1800,1.25,Cr
Bodakdev,Apartment,3,1800,1.25,Cr
Gota,Apartment,2,1176,46,L
Gota,Apartment,2,1790,62,L
Near Nirma University On SG Highway,Apartment,1,1168,47,L
Satellite,Apartment,3,1350,78,L
Maninagar,Apartment,2,1170,51,L
New Ranip,Apartment,3,1287,46,L
Vastrapur,Independent House,4,3750,4.5,Cr
Bodakdev,Apartment,3,1800,1.35,Cr
Bodakdev,Apartment,2,1800,1.25,Cr
Bopal,Villa,3,3500,1.3,Cr
Bopal,Apartment,3,1430,40.4,L
Ambli,Apartment,4,4154,3.13,Cr
Bodakdev,Apartment,3,1800,85,L
Bopal,Villa,3,3500,1.3,Cr
Juhapura,Apartment,2,1026,26.79,L
Jodhpur Village,Apartment,2,1350,53,L
Makarba,Apartment,2,1044,43.5,L
Bopal,Apartment,3,2025,85,L
Satellite,Apartment,3,2088,1.6,Cr
Bopal,Apartment,3,1350,63,L
Sanathal,Apartment,3,1450,1,Cr
Bodakdev,Apartment,8,8000,18,Cr
Ambavadi,Apartment,3,2700,1.2,Cr
Bopal,Apartment,3,1330,56,L
Satellite,Apartment,3,1900,1.15,Cr
Prahlad Nagar,Apartment,4,3800,2.6,Cr
Bopal,Independent House,3,2151,1.2,Cr
Ambli,Apartment,4,4400,3,Cr
Vastral,Apartment,2,1206,33,L
Vastral,Apartment,2,1314,35.77,L
Vastral,Apartment,2,1287,35,L
Vejalpur,Apartment,3,1868,85,L
Vejalpur,Apartment,3,1522,67,L
Vejalpur,Apartment,3,1680,72,L
Ranip,Apartment,3,1232,45,L
Ranip,Apartment,2,1069,35.5,L
Ranip,Apartment,2,1069,35,L
Ambli,Apartment,4,3400,2.38,Cr
Ambli,Apartment,4,2970,2,Cr
Ambli,Apartment,4,2970,2,Cr
Ambli,Apartment,3,2250,1.57,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,2,1145,47,L
Ellisbridge,Apartment,4,3481,3.01,Cr
Navrangpura,Apartment,4,3481,3.01,Cr
Navrangpura,Apartment,4,3481,3.01,Cr
Navrangpura,Apartment,4,3389,2.95,Cr
Navrangpura,Apartment,4,3389,2.95,Cr
Ranip,Apartment,2,1069,38,L
Vejalpur,Apartment,2,1049,36,L
Vejalpur,Apartment,2,1049,36,L
Vejalpur,Apartment,2,1073,37,L
Vejalpur,Apartment,2,1054,36.5,L
Thaltej,Apartment,4,5100,3.71,Cr
Vastral,Apartment,2,1206,32.83,L
Science City,Villa,3,1845,1.9,Cr
Gota,Apartment,1,670,25,L
Ambli,Apartment,3,2675,2.15,Cr
Near Nirma University On SG Highway,Apartment,2,838,58.4,L
Near Nirma University On SG Highway,Apartment,2,602,42.31,L
Near Nirma University On SG Highway,Apartment,2,822,57.66,L
Near Nirma University On SG Highway,Apartment,1,679,47.14,L
Near Nirma University On SG Highway,Apartment,2,624,43.88,L
Near Nirma University On SG Highway,Apartment,3,1048,84.13,L
Near Nirma University On SG Highway,Apartment,2,616,43.27,L
Near Nirma University On SG Highway,Apartment,2,833,58.4,L
Near Nirma University On SG Highway,Apartment,2,615,43.23,L
Near Nirma University On SG Highway,Apartment,1,700,49,L
Vastrapur,Apartment,2,1080,57,L
Ambli,Apartment,4,4475,3,Cr
Bodakdev,Apartment,4,3311,2.05,Cr
Thaltej,Apartment,3,2178,1.42,Cr
Shilaj,Apartment,4,3677,2.28,Cr
Ambavadi,Apartment,4,3447,2.13,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1850,86,L
Shilaj,Apartment,3,2548,1.58,Cr
Bodakdev,Apartment,4,2772,2.3,Cr
Shilaj,Apartment,4,3447,2.05,Cr
Jodhpur Village,Apartment,3,2781,1.75,Cr
Thaltej,Apartment,4,2412,1.81,Cr
Ambli,Apartment,3,2440,1.9,Cr
Satellite,Independent House,2,1100,1.1,Cr
Gota,Apartment,2,1134,33,L
Thaltej,Apartment,4,3700,2.07,Cr
Ambli,Apartment,3,2250,1.62,Cr
Ambli,Apartment,4,4154,3.11,Cr
Gota,Apartment,4,3307,1.58,Cr
Ambli,Apartment,4,3400,2.31,Cr
Thaltej,Apartment,4,3700,2.07,Cr
Ambli,Apartment,3,2250,1.62,Cr
Jodhpur,Apartment,3,1700,77,L
Shela,Apartment,3,786,54.24,L
Shela,Apartment,3,789,54.45,L
Shela,Apartment,3,789,54.45,L
Shela,Apartment,3,789,54.46,L
Shela,Apartment,3,789,54.46,L
Shela,Apartment,3,1770,70,L
Vastral,Independent House,3,1170,95,L
Bapunagar,Independent House,4,1800,85,L
Bapunagar,Independent House,6,2250,1.45,Cr
India Colony,Independent House,4,2250,1.25,Cr
Vastral,Apartment,2,1044,25,L
Vastral,Apartment,2,1044,25,L
Vastral,Apartment,1,730,19,L
Vastral,Apartment,1,648,17,L
Vastral,Apartment,1,648,17,L
Vastral,Apartment,2,1021,27.5,L
Vastral,Apartment,2,1044,25,L
Vejalpur,Apartment,2,1170,39,L
Vastral,Independent House,3,1170,95,L
Ramol,Independent House,2,990,53,L
Sanathal,Independent House,4,2385,1.31,Cr
Thaltej,Apartment,3,1655,79.44,L
Thaltej,Apartment,3,1700,81.6,L
Science City,Independent House,3,2790,3.11,Cr
Science City,Apartment,2,1107,57,L
Science City,Apartment,2,1107,57,L
CG Road,Apartment,4,3150,1.65,Cr
Bodakdev,Apartment,4,3925,2.6,Cr
Prahlad Nagar,Apartment,3,2050,1.2,Cr
Sola,Apartment,3,1890,1.09,Cr
Sola,Villa,4,4410,5,Cr
Thaltej,Apartment,3,1745,83.76,L
Vastrapur,Apartment,3,1845,1.14,Cr
Jodhpur Village,Apartment,2,1215,60,L
Shela,Apartment,1,400,17.13,L
Shela,Apartment,3,1475,42.5,L
Shela,Apartment,4,2460,1.2,Cr
Bopal,Apartment,2,1105,45,L
Shela,Apartment,3,1475,43,L
Shela,Apartment,3,1435,51.5,L
Prahlad Nagar,Apartment,3,1930,1.1,Cr
Navrangpura,Apartment,3,1530,81,L
Ghuma,Independent House,3,1260,53,L
Vejalpur,Apartment,3,1730,75,L
Prahlad Nagar,Apartment,3,1665,95,L
Satellite,Apartment,2,1188,68,L
Memnagar,Apartment,3,1672,1.02,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3220,1.69,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1775,80,L
Bodakdev,Apartment,3,1665,1.1,Cr
Khodiyar,Apartment,2,690,48,L
Vastrapur,Apartment,3,1845,1.14,Cr
Vastrapur,Apartment,3,1845,1.14,Cr
Shilaj,Apartment,3,1630,54,L
Bodakdev,Independent House,3,2350,2.25,Cr
Vejalpur,Apartment,2,916,31,L
Shilaj,Apartment,3,1630,54,L
Prahlad Nagar,Apartment,3,1875,92,L
Vastrapur,Apartment,3,1845,1.14,Cr
Vastrapur,Apartment,3,1845,1.14,Cr
Bopal,Independent House,3,2250,1.5,Cr
Bopal,Apartment,2,1170,38,L
Bopal,Apartment,3,1410,65,L
Prahlad Nagar,Apartment,3,1700,86,L
Prahlad Nagar,Apartment,3,1700,86,L
Prahlad Nagar,Apartment,3,1700,86,L
Ambli,Apartment,4,3850,3.27,Cr
Ghuma,Apartment,3,1435,56,L
Prahlad Nagar,Apartment,2,990,43,L
Gota,Apartment,2,1143,45,L
Shilaj,Apartment,2,1020,45,L
Makarba,Apartment,2,1125,40,L
Makarba,Apartment,2,1080,50,L
Thaltej,Apartment,3,2150,1.1,Cr
Jodhpur,Apartment,3,1550,82,L
Satellite,Apartment,1,1143,70,L
Prahlad Nagar,Apartment,2,1260,57,L
Bopal,Apartment,2,1377,50,L
Prahlad Nagar,Apartment,3,2090,1.1,Cr
Prahlad Nagar,Apartment,3,2016,1.3,Cr
Thaltej,Apartment,3,1650,1.1,Cr
Jodhpur,Apartment,2,1125,65,L
Satellite,Apartment,3,2106,1.1,Cr
Satellite,Apartment,3,1725,1.05,Cr
Prahlad Nagar,Apartment,2,1665,89,L
Prahlad Nagar,Apartment,3,1665,90,L
Satellite,Apartment,3,1705,75,L
Jodhpur,Apartment,3,2781,1.85,Cr
Thaltej,Apartment,3,1650,1.1,Cr
Jodhpur Village,Apartment,3,1710,1.28,Cr
Bopal,Apartment,3,1880,70,L
Bopal,Apartment,2,1180,55,L
Bopal,Apartment,3,1985,95,L
Bopal,Apartment,2,1725,75,L
Bopal,Apartment,3,1440,65,L
Ambavadi,Independent House,4,2160,1.8,Cr
Makarba,Apartment,2,1215,60,L
Makarba,Apartment,2,1180,55,L
Makarba,Apartment,2,1080,50,L
Makarba,Apartment,3,680,30,L
Satellite,Apartment,2,1062,35,L
Satellite,Apartment,3,1685,1,Cr
Ghatlodiya,Apartment,2,900,40,L
Bopal,Apartment,3,1435,64,L
Shela,Apartment,2,1020,40,L
Makarba,Apartment,2,1294,56,L
Shela,Villa,4,3276,2.5,Cr
Ghuma,Villa,3,3855,2.8,Cr
Prahlad Nagar,Apartment,2,1520,65,L
Near Nirma University On SG Highway,Apartment,3,1580,64,L
Naranpuraa,Apartment,3,1580,95,L
Ghuma,Apartment,3,1480,50,L
Bopal,Villa,3,2515,1.25,Cr
Shahibuag,Apartment,4,2380,98,L
Motera,Apartment,3,1611,60,L
Ambavadi,Independent House,4,2160,1.8,Cr
Makarba,Apartment,2,1215,60,L
Makarba,Apartment,2,1180,55,L
Makarba,Apartment,2,1080,50,L
Makarba,Apartment,3,680,30,L
Satellite,Apartment,2,1062,35,L
Near Nirma University On SG Highway,Apartment,2,1425,56.55,L
Nikol,Apartment,4,2925,1.05,Cr
Maninagar,Apartment,2,1129,46,L
Makarba,Apartment,2,1125,40,L
Makarba,Apartment,2,1080,50,L
Makarba,Apartment,2,1080,48,L
Satellite,Apartment,3,1980,1.4,Cr
Jodhpur Village,Apartment,2,1125,65,L
Thaltej,Apartment,3,2150,1.1,Cr
Jodhpur,Apartment,3,1550,82,L
Shilaj,Apartment,2,1350,51,L
Jodhpur,Apartment,2,1260,78,L
Chandkheda,Independent House,2,1100,75,L
Satellite,Apartment,3,1685,1,Cr
Prahlad Nagar,Apartment,2,1520,65,L
Near Nirma University On SG Highway,Apartment,3,1580,64,L
Naranpuraa,Apartment,3,1580,95,L
Ghuma,Apartment,3,1480,50,L
Bopal,Villa,3,2515,1.25,Cr
Shahibuag,Apartment,4,2380,98,L
Motera,Apartment,3,1611,60,L
Bopal,Apartment,3,1880,82,L
Memnagar,Apartment,4,3061,1.4,Cr
Near Nirma University On SG Highway,Apartment,2,1320,52,L
Shela,Apartment,2,1140,45,L
Chandkheda,Apartment,2,1215,37,L
Satellite,Apartment,4,2500,1.07,Cr
Bhat,Independent House,3,2853,1.36,Cr
Shilaj,Apartment,3,2150,63,L
Naranpuraa,Apartment,3,1395,70,L
kolat,Independent House,2,1350,90.75,L
Vastrapur,Independent Floor,4,1620,1.65,Cr
Makarba,Apartment,3,1557,65,L
Ambli,Apartment,4,2560,1.12,Cr
Shilaj,Apartment,3,2150,63,L
Vastrapur,Apartment,2,1550,76,L
Jodhpur Village,Apartment,2,1250,77,L
Jodhpur Village,Apartment,2,1250,82,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1900,1,Cr
Sola,Apartment,3,2150,1.15,Cr
Makarba,Apartment,3,1557,65,L
Prahlad Nagar,Apartment,3,2115,1.2,Cr
Jodhpur Village,Apartment,3,1782,85,L
Navrangpura,Apartment,2,1530,81,L
Thaltej,Apartment,3,2205,1.54,Cr
Motera,Apartment,2,972,28.62,L
Ranip,Apartment,2,1260,42,L
Ranip,Apartment,2,1179,39.3,L
Jodhpur,Apartment,2,1250,65,L
Chandkheda,Apartment,3,1935,67.72,L
Gota,Apartment,2,900,35.5,L
Motera,Apartment,2,1044,30.74,L
Ranip,Apartment,3,1450,48.6,L
Makarba,Apartment,2,1064,44,L
Nikol,Apartment,2,1197,34.58,L
Bopal,Independent House,4,1800,1.4,Cr
Navrangpura,Apartment,3,1602,86,L
Navrangpura,Apartment,3,1602,86,L
Bopal,Apartment,2,1377,60,L
Bopal,Apartment,3,1905,1.21,Cr
Bopal,Apartment,3,2215,1.1,Cr
Ghuma,Apartment,3,2350,1.2,Cr
Shilaj,Apartment,3,1323,55,L
Shela,Apartment,3,2580,1.03,Cr
Bopal,Apartment,2,1250,49,L
Bopal,Apartment,3,2025,1,Cr
Bopal,Apartment,3,2230,1.1,Cr
Shela,Apartment,2,1120,41,L
Bopal,Apartment,3,1580,70,L
Bopal,Apartment,3,1590,75,L
Shela,Apartment,3,1945,90,L
Ghuma,Villa,3,2700,1.15,Cr
Bopal,Apartment,2,1250,49,L
Shela,Apartment,2,1170,47,L
Ghuma,Villa,3,1730,60,L
Ghuma,Independent House,4,2700,1.1,Cr
Bopal,Apartment,2,1450,50,L
Shela,Apartment,2,1250,45,L
Bopal,Apartment,2,1280,36.5,L
Bopal,Apartment,3,1860,70,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1500,65,L
Satellite,Apartment,3,1638,90,L
Memnagar,Apartment,2,1305,93,L
Sola,Apartment,3,2040,1.02,Cr
Satellite,Apartment,4,2500,1.07,Cr
Bopal,Apartment,2,1443,60,L
Bopal,Apartment,3,1880,80,L
Near Nirma University On SG Highway,Apartment,2,1250,41,L
Vejalpur,Apartment,2,1230,50,L
Satellite,Apartment,2,1125,58,L
Gurukul,Apartment,2,1120,60,L
Paldi,Apartment,2,990,65,L
Bopal,Villa,3,1800,1.45,Cr
Bopal,Apartment,2,1320,47,L
Satellite,Apartment,2,1125,58,L
Gurukul,Apartment,2,1120,60,L
Paldi,Apartment,2,990,65,L
Bopal,Villa,3,1800,1.45,Cr
Bopal,Apartment,2,1320,47,L
Satellite,Apartment,3,1250,56,L
Motera,Apartment,2,1269,49,L
Bopal,Apartment,3,1880,80,L
Ghuma,Villa,3,1730,60,L
Gota,Apartment,2,1430,62,L
Shela,Apartment,3,2650,1.3,Cr
Shela,Apartment,3,1580,70,L
Chandkheda,Apartment,2,1224,40,L
Bopal,Apartment,3,845,54.95,L
Makarba,Apartment,2,1385,64,L
Thaltej,Apartment,3,2200,1.38,Cr
Ghatlodiya,Apartment,3,1600,75,L
Motera,Apartment,1,765,22.52,L
Ghatlodiya,Apartment,3,1600,75,L
Chandkheda,Apartment,3,2025,70.87,L
Chandkheda,Apartment,3,1998,69.93,L
Motera,Apartment,2,1260,38.69,L
Bopal,Villa,4,3500,2.6,Cr
Vastrapur,Independent Floor,4,1620,1.65,Cr
Near Nirma University On SG Highway,Apartment,2,1080,41,L
Naranpuraa,Apartment,3,1400,64,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1467,38,L
Vejalpur,Apartment,2,1100,37,L
Prahlad Nagar,Apartment,2,2050,1.15,Cr
Nikol,Apartment,2,1152,31.36,L
Near Nirma University On SG Highway,Apartment,2,1065,38.85,L
Nikol,Apartment,2,1197,34.58,L
Jodhpur Village,Apartment,2,2500,1.7,Cr
Memnagar,Apartment,2,970,58,L
Makarba,Apartment,2,1305,54,L
Jodhpur Village,Apartment,3,1999,1.1,Cr
Nikol,Apartment,2,1152,32,L
Gota,Apartment,2,980,49,L
kolat,Independent House,2,1350,90.75,L
Makarba,Apartment,3,1557,65,L
Vejalpur,Apartment,3,1770,65,L
Vastral,Apartment,3,1584,42.5,L
New Ranip,Apartment,2,1395,45,L
Nikol,Apartment,2,1197,32.58,L
Shela,Apartment,2,1140,43,L
Prahlad Nagar,Apartment,3,2050,1.1,Cr
Shela,Apartment,1,714,29,L
Satellite,Apartment,3,1900,1.15,Cr
Bopal,Apartment,3,1600,66,L
Bopal,Apartment,2,1170,50,L
Bopal,Apartment,2,1260,53,L
Bopal,Apartment,2,1175,40,L
Bopal,Apartment,3,2350,1,Cr
Bopal,Apartment,3,1746,70,L
Bopal,Apartment,3,1985,1,Cr
Bopal,Apartment,2,1250,55,L
Bopal,Apartment,3,2450,1.55,Cr
Bopal,Apartment,2,1285,45,L
Shela,Apartment,2,1140,45,L
Shela,Apartment,2,1285,45,L
Shela,Apartment,2,1258,45,L
Bodakdev,Apartment,3,1800,85,L
Vejalpur,Apartment,3,1770,65,L
Shela,Apartment,2,1140,43,L
Vejalpur,Apartment,3,1350,65,L
Satellite,Apartment,3,1700,88,L
Prahlad Nagar,Apartment,3,2115,1.2,Cr
Prahlad Nagar,Apartment,4,2675,1.8,Cr
Satellite,Apartment,3,1725,1.1,Cr
Satellite,Apartment,4,3915,2.45,Cr
Jodhpur Village,Apartment,2,1485,86,L
Satellite,Apartment,2,1600,70,L
Jodhpur Village,Apartment,3,1862,1.12,Cr
Satellite,Apartment,4,3370,2.7,Cr
Ambavadi,Apartment,2,990,55,L
Nikol,Apartment,2,1152,32.64,L
Makarba,Apartment,3,2106,1.1,Cr
Bodakdev,Apartment,4,2520,1.45,Cr
Shela,Apartment,2,1435,41.61,L
Jodhpur Village,Apartment,3,2430,1.7,Cr
Bopal,Apartment,3,1400,66,L
Prahlad Nagar,Apartment,3,1350,60,L
Vastral,Apartment,3,1584,42.5,L
New Ranip,Apartment,2,1395,45,L
Nikol,Apartment,2,1197,32.58,L
Prahlad Nagar,Apartment,3,2050,1.1,Cr
Shela,Apartment,1,714,29,L
Satellite,Apartment,3,1900,1.15,Cr
Bopal,Apartment,3,1600,66,L
Bopal,Apartment,2,1170,50,L
Bopal,Apartment,2,1260,53,L
Bopal,Apartment,2,1175,40,L
Bopal,Apartment,3,2350,1,Cr
Bopal,Apartment,3,1746,70,L
Bopal,Apartment,3,1985,1,Cr
Bopal,Apartment,2,1250,55,L
Bopal,Apartment,3,2450,1.55,Cr
Bopal,Apartment,2,1285,45,L
Shela,Apartment,2,1140,45,L
Shela,Apartment,2,1285,45,L
Bopal,Apartment,3,1545,65,L
Jodhpur,Independent House,4,1505,2.5,Cr
Bopal,Apartment,3,2115,95,L
Bopal,Apartment,3,1919,85,L
Satellite,Apartment,3,2070,1.35,Cr
Satellite,Apartment,2,1125,60,L
Ambavadi,Apartment,2,1917,1.18,Cr
Satellite,Apartment,2,2106,1.1,Cr
Bodakdev,Apartment,4,2520,1.45,Cr
Makarba,Apartment,3,1705,83,L
Satellite,Apartment,4,3700,2.22,Cr
Satellite,Apartment,3,2100,1.5,Cr
Jodhpur Village,Apartment,3,2430,1.7,Cr
Paldi,Apartment,3,2357,2,Cr
Gota,Apartment,3,2250,1.15,Cr
Bopal,Apartment,2,1273,52.5,L
Prahlad Nagar,Apartment,3,1832,1,Cr
Chanakyapuri,Apartment,3,1845,78,L
Chanakyapuri,Apartment,3,1845,78,L
Vastral,Apartment,3,1584,42.25,L
Chanakyapuri,Apartment,3,1845,78,L
Chanakyapuri,Apartment,3,1845,78,L
Ranip,Apartment,2,1053,40,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1512,52,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1512,52,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1350,66.95,L
Thaltej,Apartment,3,2550,1.7,Cr
Vastrapur,Apartment,2,1260,70,L
Jodhpur Village,Apartment,2,1120,65,L
Gurukul,Apartment,2,1120,60,L
Chandkheda,Apartment,2,1224,40,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1500,65,L
Bopal,Apartment,2,1273,58,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1108,52,L
Satellite,Apartment,2,1189,67,L
Makarba,Apartment,2,1080,58,L
Makarba,Apartment,2,1294,56,L
Makarba,Apartment,2,1215,59.99,L
Bopal,Villa,5,2250,1.9,Cr
Shilaj,Villa,5,5994,7.5,Cr
Near Nirma University On SG Highway,Apartment,2,1150,55,L
Thaltej,Apartment,3,2550,1.7,Cr
Makarba,Apartment,2,1294,56,L
Makarba,Apartment,2,1215,59.99,L
Vastrapur,Apartment,2,1260,70,L
Jodhpur Village,Apartment,2,1120,65,L
Gurukul,Apartment,2,1120,60,L
Chandkheda,Apartment,2,1224,40,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1500,65,L
Bopal,Apartment,2,1273,58,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1108,52,L
Gurukul,Apartment,3,1850,95,L
Khodiyar,Apartment,2,1080,53,L
Satellite,Apartment,2,1310,75,L
Bopal,Villa,5,2250,1.9,Cr
Shilaj,Villa,5,5994,7.5,Cr
Shela,Apartment,3,1885,90,L
Vastral,Apartment,3,1584,42.24,L
Ambli,Apartment,3,2200,1.58,Cr
Ambli,Apartment,3,2250,1.62,Cr
Khodiyar,Apartment,2,1180,55,L
Satellite,Apartment,2,1125,58,L
Near Nirma University On SG Highway,Apartment,3,2165,95,L
Gota,Apartment,2,1044,43,L
Bopal,Apartment,2,1273,52,L
Near Nirma University On SG Highway,Apartment,2,1150,55,L
Vastral,Apartment,3,1584,42.24,L
Ghatlodiya,Apartment,2,945,45,L
Ranip,Apartment,3,1305,42,L
Chandkheda,Apartment,3,1960,74,L
Ranip,Apartment,3,1305,42.5,L
Ranip,Apartment,2,1131,35.45,L
Ranip,Apartment,3,1305,40,L
Ranip,Apartment,3,1305,43,L
Sanand,Villa,3,4095,1.05,Cr
Prahlad Nagar,Apartment,3,1710,1.01,Cr
Makarba,Apartment,3,1678,95,L
Maninagar,Apartment,3,1485,66.8,L
Memnagar,Apartment,3,2743,2.16,Cr
Bodakdev,Apartment,2,1125,68,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1360,48.14,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1060,37.88,L
Memnagar,Apartment,4,2705,1.65,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,2,1075,38.62,L
Memnagar,Apartment,4,4775,2.61,Cr
Memnagar,Apartment,3,2652,1.53,Cr
Science City,Apartment,2,1350,85,L
Paldi,Apartment,2,1291,85,L
Gota,Apartment,2,1152,41,L
Vastrapur,Apartment,4,3230,1.74,Cr
Paldi,Apartment,3,1872,1.05,Cr
Bodakdev,Apartment,4,1488,3.15,Cr
Thaltej,Apartment,4,3525,3.11,Cr
Chandkheda,Apartment,3,1935,64,L
Near Nirma University On SG Highway,Apartment,2,1325,56.2,L
Naranpuraa,Apartment,3,1080,77,L
Satellite,Apartment,3,1620,80,L
Bopal,Apartment,3,1450,49.2,L
Bopal,Apartment,2,1200,38.85,L
Ambli,Apartment,3,1850,85,L
Ambli,Apartment,3,1850,85,L
Maninagar,Apartment,2,1108,42,L
Motera,Apartment,1,675,19.87,L
Ranip,Apartment,3,1368,45.6,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1850,79.95,L
